Date,Close,MoM_Change_%
2021-11-01,0.01,
2021-12-01,0.01,0.00
2022-01-01,0.00,-100.00
2022-02-01,0.00,
2022-03-01,0.00,
2022-04-01,0.00,
2022-05-01,0.00,
2022-06-01,0.00,
2022-07-01,0.00,
2022-08-01,0.00,
2022-08-25,0.00,
